,username,tweet
332,aoc,late stage resignation help little beyond serving late attempt self preservation sec chao object yesterday event deeply working cabinet invoke th amendment abdicating seat allows
333,aoc,sen cruz must accept responsibility craven self serving action contributed death four people yesterday fundraised riot senator hawley must resign senate move expulsion
334,aoc,see either way luxury time
335,aoc,article impeachment already drafted ready introduction prepared finalized extracted secure location member signing
336,aoc,th amendment invoked today congress must reconvene immediately impeachment removal proceeding
337,aoc,additionally congress must pas resolution investigate sanction expulsion member congress helped incite attack nation
338,aoc,republic great danger imperiled without swift action protect president incited attack congress deeply unstable cabinet must invoke th amendment congress must also pursue impeachment removal president
339,aoc,already
340,aoc,impeach
341,aoc,sorry earlier comma typo day
342,aoc,barricaded several hour tell later must focus task hand preserve integrity democracy hold accountable responsible attempt subvert nation election shred constitution apart
343,aoc,okay
344,aoc,feliz de reyes trajeron al pa do asientos el senado
345,aoc,reporting denying vaccine access undocumented worker fake news happy corrected publicly stating undocumented nebraskan including meatpacking worker access vaccine thank
346,aoc,given want every nebraskan vaccine access including every meatpacker think care nebraskan even ricketts
347,aoc,hello new day ready push ready push retroactive covid relief push student loan cancellation climate justice healthcare voting right ending death penalty policy want push
348,aoc,good morning
349,aoc,two additional way thank send small donation way go list amp follow account listen learn amplify season backing mean lot go long way
350,aoc,thank organizer
351,aoc,please thank tireless work ga organizer tonight sending donation way amp following nonstop work campaign season community set split donation go
352,aoc,thank thank
353,aoc,thank
354,aoc,thank thank thank thank thank thank thank people grassroots organization thankless often overlooked mission critical work change
355,aoc,thank organizer
356,aoc,
357,aoc,haha make call intersection area think particularly sparse
358,aoc,thanks ro
359,aoc,last year investigation brought certain rx drug generic early bc exposed patent actually belonged public also went got military contractor led one amp exposed trump tax w waived status turn
360,aoc,waived instead full primary member waived member cut amp accrue seniority standing among factor full primary member mean locked accrue standing allows u better lead amp launch investigation
361,aoc,
362,aoc,imagine racist go way ensure people prepare food unvaccinated
363,aoc,wow conmijente contacted every latino voter ga telling juegan power organizing proud support along w amp many others georgia tomorrow day vote
364,aoc,tommy incredible remarkable man thank sarah raskin beautiful deeply loving tribute sharing world
365,aoc,mahalo little one teaching u hawaiian word felicidades beautiful family momentous historic day
366,aoc,two year ago walked family capitol step bussed community bronx amp queen sworn first time member congress wish could today thankfully sent another kind family let
367,aoc,let go
368,aoc,eve th congress want thank bronx amp queen entrusting sacred responsibility advancing better world house recognize relentless work dedication organizer made day happen remember answer
369,aoc,thank year admirable service advocacy bronx miss chat bronx boricua history house floor thank paving way
370,aoc,senator engaged selfish attempt shred constitution dismantle democracy also baselessly challenging ballot sending congress pathetic yet precedent setting incredibly dangerous
371,aoc,little flashback ya tweet st day congress wild day expectation aside let update w thing panned house climate select committee created co chaired biden climate task force upgraded policy paygo getting demoted
372,aoc,let u celebrate achievement need energy celebration keep pushing rule change bfd breaking austerity mindset rule esp climate major tenet green new deal learn build uplift amp advance together happy new year
373,aoc,one hand stranger abusive rhetoric know taking knock come w elected official someone prioritizes movement building winning creating something joyful people actually want part impt organizing principle
374,aoc,honest hard targeted marred sellout enemy people late tactical disagreement floor vote also bummer see figure excuse comment like f f anyone protects tone violence
375,aoc,rule change big deal amp healthcare structural change house level playing field full suite flagship legislation lock field next two year amp establishes precedent easy
376,aoc,one first deep lesson learned house process policy pas gnd etc w messed process rule weaponized austerity leg rule requiring insane tax hike service cut tied applied others
377,aoc,one st vote ever cast broke w party house rule strangled transformative legislation working people climate honestly terrifying cpc pushed critical rule change house negotiation grateful leadership
378,aoc,fighting people basic material dignity socialist fight much possible unless trump make support socialism reserve right call whatever like socialist suit agenda lindsey graham
379,aoc,say someone get highly scrutinized pretty routine stuff watching counterpart get away w far wild nonsense little fanfare
380,aoc,also diff btwn working waitress v earning million wall st may want admit policymakers experience shape thinking disqualifying etc public decide reporting impt amp attacked
381,aoc,reasonable thing
382,aoc,probably unpopular take think important public know public servant financial amp income stream regardless gender party note scrutiny get disproportionately wielded woman wall st tie reasonable examine
383,petebuttigieg,chasten saddened news susan passing thankful known wonderful presence friendship many hoosier miss holding bayh family thought prayer
384,petebuttigieg,thanks love
385,petebuttigieg,moment build back better please follow latest update transforming nation transportation future
386,petebuttigieg,honored humbled today vote senate ready get work
387,petebuttigieg,blackhistorymonth america celebrates profound way black american built shaped bettered country lesson black history compel u work toward perfect equitable union every day
388,petebuttigieg,thank member committee vote confidence today look forward working rest committee get work infrastructure building economy back better
389,petebuttigieg,cnn tonight pm et hope tune
390,petebuttigieg,one reason excited get work opportunity u build infrastructure create transportation policy allow u tackle climate crisis
391,petebuttigieg,time make federal government work better state local territorial tribal parters
392,petebuttigieg,never miss chance talk south bend smart street initiative helped bring new life opportunity city
393,petebuttigieg,husband side yesterday hearing room something seen cabinet nominee hope make easier next person come along
394,petebuttigieg,solve problem overnight changed week president provide leadership need
395,petebuttigieg,thank kind introduction today looking forward continuing work future past like visit south bend
396,petebuttigieg,real chance deliver american people build economy back better ever play central role
397,petebuttigieg,thank senator looking forward working together
398,petebuttigieg,thank senator looking forward accomplish together
399,petebuttigieg,appreciate support warm welcome committee looking forward working together
400,petebuttigieg,honored appear committee today nominee secretary transportation please tune et
401,petebuttigieg,special sunrise morning look
402,petebuttigieg,unforgettable historic day congratulation
403,petebuttigieg,joe tomorrow et hope tune
404,petebuttigieg,pleased join everyone wishing happy birthday
405,petebuttigieg,thanks everyone kind birthday wish today much looking forward year ahead new era begin tomorrow
406,petebuttigieg,honor legacy dr martin luther king jr service today let also commit bending moral arc universe toward justice put work ahead rebuild equitable future mlkday
407,petebuttigieg,proud nominated cabinet look like america first ever evenly divided gender first majority people color
408,petebuttigieg,said time stop talking infrastructure actually start building infrastructure
409,petebuttigieg,day one biden administration ready lead tackle public health economic crisis head american rescue plan first step
410,petebuttigieg,thrilled friend party
411,petebuttigieg,one week president vice president integrity decency quality need ever
412,petebuttigieg,great speaking senator appreciate leadership interest ensuring develop infrastructure work home state across country
413,petebuttigieg,thank honored support looking forward working together
414,petebuttigieg,confirmed secretary ensure department transportation carry fundamental mission ensuring safety traveler worker
415,petebuttigieg,hearing broad coalition american every community across political line see enormous opportunity job creation equity climate achievement come advancing america infrastructure
416,petebuttigieg,word consequence especially word president ally today consequence include violent rioter attacking capitol overthrow american democratic process must end democracy must prevail
417,petebuttigieg,january th new president whose first instinct unite divide moment come soon enough
418,petebuttigieg,democracy defines american project cannot let nation commitment democratic value become casualty chaotic divisive era history
419,tedcruz,mack good friend houston legend congrats
420,tedcruz,nyt also pick statement china partially correct one child rule hell
421,tedcruz,wow nyt inadvertently agrees movie villain like thanos embody today rabid environmentalist need people world many already climate hemorrhaging global warming time pick sure
422,tedcruz,damn brady
423,tedcruz,learn code dems tell steel worker
424,tedcruz,unbelievable
425,tedcruz,yes
426,tedcruz,helpful
427,tedcruz,dems value democracy much check note want make sure voter never choose vote candidate dems disapprove
428,tedcruz,excellent advice
429,tedcruz,strong
430,tedcruz,backstory happened dc last week senate dems voted turn back fracking keystone pipeline worker amp stopped amendment would prevent illegal immigrant receiving stimulus check watch verdict
431,tedcruz,good
432,tedcruz,yup
433,tedcruz,sure nothing biden ignoring science amp overruling cdc openschoolsnow
434,tedcruz,verdict live tune
435,tedcruz,big tech ostentatiously cutting gop well microsoft top recipient campaign notice pattern
436,tedcruz,classic
437,tedcruz,remotely cool enough
438,tedcruz,definitely biden admin follow law sanction passed house congress overwhelming bipartisan support sanction mandatory time biden go soft russia especially light disgraceful navalny sentence
439,tedcruz,verdict live miami tonight pm eastern make sure subscribed yaftv youtube watch submit question answer live mailbag segment
440,tedcruz,biden admin need stop messing around listen scientist open school kid hurt
441,tedcruz,twitter terrifying place verdict
442,tedcruz,worth watching
443,tedcruz,quel surprise
444,tedcruz,lift hold biden admin commits keep massive chinese communist party spy operation huawei entity list
445,tedcruz,wish
446,tedcruz,teacher union kid yet
447,tedcruz,subscribe yaftv youtube watch submit question answer live mailbag segment verdict friday february pm eastern
448,tedcruz,republican need everything fight back team biden flood pro china nominee
449,tedcruz,joe biden listen science
450,tedcruz,want miss full interview
451,tedcruz,nyc great city except idiot politician shut every restaurant theatre synagogue small business madness must end come texas
452,tedcruz,week dem message unity please keep discriminating based race
453,tedcruz,course
454,tedcruz,cnn biden administration putting kid cage tragically result promise amnesty unaccompanied child put custody human trafficker facing horrific abuse
455,tedcruz,policy shift watch joe biden cabinet pick embrace communist china verdict
456,tedcruz,blue horseshoe love gamestop
457,tedcruz,never job left want destroy always job verdict
458,tedcruz,sigh defense forgot good friend cactus
459,tedcruz,cnn inadvertent verdict promos heavily excerpted typically dishonest reporting watch amp judge
460,tedcruz,wild year put mildly god bless great nation
461,tedcruz,today democrat party party wall street big tech hollywood turned back working men woman verdict
462,tedcruz,yup
463,tedcruz,one rule rich hedge fund manhattan different set rule every american full discussion robinhood gamestop click link watch latest episode verdict
464,tedcruz,steal poor give rich listen latest episode verdict discus latest gamestop joe biden appointing cabinet
465,tedcruz,hell make sense
466,tedcruz,confused happened week gamestop robin hood column insightful helpful understanding detail rule apply everybody rich amp poor alike
467,tedcruz,yes
468,tedcruz,union boss exploiting pandemic barring student attending public school back september spoke former education secretary betsy devos importance school choice verdict watch part discussion
469,tedcruz,wonder hype came
470,tedcruz,joe biden agenda continues harm america worker
471,tedcruz,fully agree
472,tedcruz,listen canadian
473,tedcruz,sure cnn cover diligently
474,tedcruz,
475,tedcruz,radical charge policy socialist left full display surprised democrat overreach verdict
476,tedcruz,uh buy book instead
477,tedcruz,bull amp
478,tedcruz,march thomas greenfield said see u competing china influence africa african leader role ensure capacity strike negotiate better deal chinese
479,tedcruz,may thomas greenfield said concerned china buying way controlling africa african leader work get best possible deal china fact also working closely chinese
480,tedcruz,october said video
481,tedcruz,july thomas greenfield told senate see u competing china africa
482,tedcruz,state department thomas greenfield said concerned china growing power africa
483,tedcruz,questioned linda thomas greenfield morning embrace china confucius institute speech said praise chinese communist party one let go archive
484,tedcruz,biden admin unity update
485,tedcruz,totally unacceptable
486,tedcruz,rich touch dems lecture thousand blue collar union member whose job deliberately destroyed biden admin make better choice forget let eat cake
487,tedcruz,bad ccp us confucius institute propaganda amp espionage congress passed bipartisan legislation authored closing dozen biden un ambassador nominee give paid speech confucius institute praising china
488,tedcruz,stroke pen joe biden told union worker job matter biden nominee getting cozy china
489,tedcruz,union boss win
490,tedcruz,impeachment trial begin next month democrat continuing petty vindictive way instead delivering aid american people verdict
491,tedcruz,wapo position really wapo headline inherently unreliable even quoting biden verbatim ban fracking period pretty unambiguous
492,tedcruz,striking nearly million anonymous money backed joe biden white house bid compared nearly million aid president donald trump despite rhetoric today dems party rich depend government power wealth
493,tedcruz,democrat partisan hatred much higher priority working american people something pandemic much biden call unity
494,tedcruz,thx done
495,tedcruz,nice
496,tedcruz,wapo confirms yes st day office joe biden destroyed job including union job say construction job temporary construction job temporary president still destroy
497,tedcruz,borg one view contrary view exist must assimilated journalism exist orthodoxy conformity
498,tedcruz,republican press constitutional amendment term limiting member congress fox news
499,tedcruz,yes
500,tedcruz,judge want learn full inside story really happened certification vote capitol riot jan without medium spin watch latest episode verdict
501,tedcruz,yes blessing
502,tedcruz,
503,tedcruz,joke aside moron party belief govt power shut business oppress faith amp censor speech anyone disagrees try cancel btw lot folk hollywood conservative amp muzzled fascist left
504,tedcruz,could possibly predicted
505,tedcruz,dare notice dem city magically allowing small business open mere hour biden sworn make medium narrative much harder like pfizer announced vaccine mere hour nov election
506,tedcruz,dead think good walt disney republican even though behave online like marxist tourette screaming f u f u really really clever movie typically pretty funny sure hate enjoy
507,tedcruz,post think republican control senate wonder
508,tedcruz,record aspire
509,tedcruz,steve cox served men woman east texas well amp faithfully tenure u attorney grateful steve service texas wish friend best embarks next chapter career
510,tedcruz,knew senate majority leader
511,tedcruz,politico get right
512,tedcruz,fantasia playing film revival scared cried mom take good time
513,tedcruz,earlier evening staff reached leader make sure tx guardsman okay amp taken care serving nation capital never issue glad hear welcomed back inside capitol
514,tedcruz,wrong need corrected immediately
515,tedcruz,new cnn uniform fetching
516,tedcruz,
517,tedcruz,stand paris pittsburgh support blue collar union worker stand job get free bumper sticker
518,tedcruz,charming civil educated response rich angry hollywood celebrity today dems party blue collar union member work energy manufacturing much jobsmatter
519,tedcruz,singing amazing grace biden inauguration may god bless united state america
520,tedcruz,biden take oath may god bless united state america
521,tedcruz,singing biden inauguration beautiful
522,tedcruz,singing national anthem biden inauguration
523,tedcruz,right answer
524,tedcruz,extraordinary courage putin kgb thug amp incredible power shining sunlight oppression
525,tedcruz,love doritos
526,tedcruz,true gop america blue collar populist outsider party dedicated individual religious freedom party stand china without saying crazy thing
527,tedcruz,yes
528,tedcruz,would make much sense
529,tedcruz,unacceptable
530,tedcruz,true record cite show vote watered house resolution blocked resolution condemning antisemitism see support bd demand candidate promise visit israel
531,tedcruz,epic hypocrisy fact nazi evil bigot amp anti israel pal blocked resolution condemning antisemitism passed unanimously senate unless genocidal calling political opponent nazi atrocious
532,tedcruz,really sad time deep national division president elect biden choice call political opponent literal nazi nothing bring u together promote healing kind vicious partisan rhetoric tear country apart
533,tedcruz,devastating heidi lifting prayer family u capitol police officer tragically lost life keeping u safe true hero yesterday terrorist attack horrific assault democracy every terrorist need fully prosecuted
534,tedcruz,yes campaign sends automated fundraising message campaign amp every attack happened w minute told team halt fundraising lie debating election commission senate somehow support terrorist violence
535,tedcruz,yes
536,tedcruz,yes campaign sends automated fundraising message campaign amp every attack happened w minute told team halt fundraising lie debating election commission senate somehow support terrorist violence
537,tedcruz,ted cruz condemns capitol violence call peaceful transfer power fox news
538,tedcruz,try massively raise tax try pas green new deal amp destroy million job push amnesty try pack supreme court w activist undermine constitutional right fight every step amp stand people
539,tedcruz,liar leading debate senate ensuring election integrity job way responsible despicable terrorist attacked capitol yesterday sorry going anywhere socialist buddy
540,tedcruz,stop stoking division stop spreading hatred stop using malicious rhetoric false amp reckless charge sedition stop showing contempt half country disagrees violence wrong better one nation epluribusunum
541,tedcruz,storming capitol need stop constitution protects peaceful protest violence left right always wrong engaged violence hurting cause say support
542,tedcruz,violence always unacceptable even passion run high anyone engaged violence especially law enforcement fully prosecuted god bless capitol police honorable men amp woman law enforcement show great courage keeping u safe
543,tedcruz,nut profoundly harmful mission great university
544,tedcruz,
545,tedcruz,hmm wonder similarity link state
546,tedcruz,hmm wonder similarity link state
547,tedcruz,cuomo fine doctor one meeee lion dollar daring administer covid vaccine anyone government pre authorize partyofscience next time hold pinky lip
548,tedcruz,democrat cured flu
549,tedcruz,think soul patch would better
550,tedcruz,ok object ga deal let impartial election commission decide voter fraud occurred
551,tedcruz,ted cruz election audit dismissing election fraud claim real violence democratic system daily caller
552,tedcruz,every word true except time time riot violence fire bombing started many month terrorist summer love
553,tedcruz,watch cruz say folk pushing theory vote georgia different agenda
554,tedcruz,two point enemy list calling fair credible audit claim serious election fraud defending integrity democracy u remember reich rightly wrote democrat believe democracy
555,tedcruz,called journalist screaming fraud ever arrest anyone want audit result
556,tedcruz,gop senator led cruz object electoral college certification demand emergency audit fox news
557,benshapiro,think know covid got started
558,benshapiro,hearing lot messi soccer take critique
559,benshapiro,nope goat basketball jordan track bolt boxing ali baseball ruth golf nicklaus wood swimming phelps football brady tennis federer hockey gretzky gymnastics bile soccer pele sport great objective metric success
560,benshapiro,liberal either side woke leftist share many political priority abandon commitment culture right side people disagree many political priority making job bit tougher preserve right
561,benshapiro,insane yet perhaps also emblematic piece modern left yet read honest liberal going determine whether want make common cause folk like
562,benshapiro,liberal staffer trying navigate woke minefield nyt
563,benshapiro,bruce springsteen officially second awkward coastal elite publicly wear cowboy hat
564,benshapiro,much important journalisming
565,benshapiro,power hashtag
566,benshapiro,pillow made broken dream
567,benshapiro,fda waiting february hold advisory committee meeting johnson johnson vaccine comforting fda fan freaking tastic job
568,benshapiro,evidence reality main reason people particularly getting vaccine stop socially distancing masking
569,benshapiro,like let company know feeling matter click link piece contains way sound
570,benshapiro,app removed margaret thatcher name quote three three people emailed margaret thatcher bad kept using quote way dumped attribution
571,benshapiro,single scientific fact entire thread
572,benshapiro,true make nyc make anywhere mostly make nyc requires willingness live expensive place worst governance avoiding rat dragging pizza
573,benshapiro,old enough remember trump tent facility awful good news soft sided capacity biden worry
574,benshapiro,soft sided capacity euphemism tent
575,benshapiro,fact checker operate conservative botch fact check fact rate false good liberal botch fact add context rate mostly true conservative get fact right fact check implication rate mostly false
576,benshapiro,weird fact check snopes mean say true exactly dw tweet say call dw tweet misleading almost though left wing spin outfit
577,benshapiro,birdwatch
578,benshapiro,strange new respect lasted precisely long romney stuff liked
579,benshapiro,oh
580,benshapiro,alternatively stop idiocy guy
581,benshapiro,modest proposal carve texas five red state consolidate entire northeastern u one giant blue state declare california domain king candy candyland
582,benshapiro,
583,benshapiro,behold underminer beneath nothing beneath
584,benshapiro,postmodern mad libs continue
585,benshapiro,
586,benshapiro,sfusd art department longer call vapa acronym symptom white supremacy news sfusd art department appears unaware sfusd also acronym h
587,benshapiro,mitch mcconnell mtg cancer republican party medium republican party mtg nancy pelosi think pose cover magazine ilhan omar medium democratic party moderate fully reject anti semitism
588,benshapiro,metaphor alert
589,benshapiro,warning sign
590,benshapiro,favorite version right well sure trying ensure write x publication appear television network place work appear mean sure also trying get outlet taken
591,benshapiro,talking point left day cancel culture exist one exist happening
592,benshapiro,great book
593,benshapiro,grand total day ago right quite properly worried
594,benshapiro,enjoying new enthusiasm socialist class free access free market welcome comrade robinhood
595,benshapiro,kind weird figure enraged core mtg anti semitism cheer nancy pelosi posing magazine cover anti semite ilhan omar rashida tlaib defense mtg nut indictment democrat medium ally
596,benshapiro,comment jewish space laser course first rule jewish space laser second roll shabbos
597,benshapiro,usually accuse people attempted murder ought evidence twitter mob click like button
598,benshapiro,government regulator
599,benshapiro,lesson lie many elderly people killed terrible policy
600,benshapiro,medium suck also hedge fund guy want crap medium encouraging panic selling go told people throughout pandemic sell
601,benshapiro,everyone make choice spend career leeching taxpayer wrong every subject subsidized ketchup heiress
602,benshapiro,note robinhood absolutely stopping trading gamestop market mechanism include reality people attempt game market mechanism pay price restricting buy sell using hammer free market
603,benshapiro,hedge fund guy jackass undermining confidence pricing mechanism market make quick cash screw guy virtue though would take heart stone laugh
604,benshapiro,word reason eattherich trending motivating factor really hedge fund corruption worried bailouts telling government stop bailing financial firm pure dislike hedge fund guy
605,benshapiro,gamestop guy illegal lying admit gamestop worth much lols screwing hedge fund guy make funny also reinforces untruth market generally
606,benshapiro,actually illegal engage pure pump dump lie fellow investor undervalued stock order make profit drive price sell
607,benshapiro,gamestop guy believe market casino stock trader speculator provide purely gaming system make money believe nobody invest stock market period
608,benshapiro,trade stock day make money job make money benefit free market trading institutionally rooted assessment stock value provides
609,benshapiro,stock market provides three good liquidity option company investment opportunity stockholder proper pricing asset aggregation information conveyed transaction
610,benshapiro,much enthusiasm gamestop prank rooted fundamental misconception stock market merely casino untrue
611,benshapiro,yes fed pumping bad sure cure artificially driving price stock order screw hedge fund guy mainly dislike drive fancy car especially get screwed actually small unsophisticated investor
612,benshapiro,attempting take message board order prevent improper risk allocation bad idea
613,benshapiro,gamestop thing hilarious also bad skews pricing fundamental actual company likely leave unsophisticated investor holding bag
614,benshapiro,dodo bird
615,benshapiro,sorry hear jeff
616,benshapiro,like chocolate chip ice cream dog cute probably wash
617,benshapiro,far moderate uniter president biden reoriented executive branch around woke notion equity ended keystone xl pushed immigration non enforcement sided union student school reopenings mandated garbage gender theory based policy
618,benshapiro,put plastic bag head use rubber band secure around neck die covid side effect
619,benshapiro,nut patently nut
620,benshapiro,message received conservative pre emptively cancelled homogeneity maintained polarization increased well done wokescolds world still safe predation dangerous thinker like guy mkh anyone right
621,benshapiro,guy mkh need playbook ask gig point point woke light world fire liberal reaching across aisle message clear try
622,benshapiro,eventually gave guy mkh excuse overbooked excuse give law avoid dinner know noticed bylines never appeared asked guy mkh happened told
623,benshapiro,editor supposed set hard date slot oddly enough issue playbook politico went dead silent communication stopped day
624,benshapiro,friend also asked jointly guest write playbook know told day firestorm editor sought said enthused thing happened
625,benshapiro,today pointed politico blow writing playbook cancelled woke staffer cudgeling editor never reaching across aisle pretty great example problem action
626,benshapiro,biden administration unwillingness stand teacher union across america determined keep school closed defiance science expense schoolchildren reek corruption
627,benshapiro,like frankly mainly happen new
628,benshapiro,honest goodness three child age seven maturity alleged adult
629,benshapiro,also hope staffer enjoy leftist tear tumbler gotta keep laptop dry future foray journalisming
630,benshapiro,thing cancel certainly make life miserable anyone think platforming conservative non conservative outlet future entire point
631,benshapiro,thanks meghan
632,benshapiro,point politico conservative feel medium attack anyone right center nearly always designed broader attack conservative writ large politico staffer keep proving point
633,benshapiro,every single biden administration headline biden selects immutable characteristic name newsworthy characteristic high ranking position
634,benshapiro,one thing learned century people reducible immutable group characteristic ought characterized rather specific individual merit
635,benshapiro,well important thing
636,benshapiro,medium trump vital democracy dy darkness even mildest criticism press threat freedom medium biden absolutely unnecessary democracy safe shut disagree threaten freedom
637,benshapiro,watching pretty incredible one two punch america vaunted legacy free press mirror preference angle current government attempt ban destroy question current government want state medium
638,benshapiro,actual good thing biden administration
639,benshapiro,happy longer need u friend power pr wing democratic party human centipede propaganda
640,benshapiro,medium desperate attempt absolutely eviscerate necessity truly amazing watch
641,benshapiro,perhaps finest example phenomenon david brook recent column talk length biden restoration normalcy moral decency immediately swivel say filibuster nuked
642,benshapiro,going four year take amtrak love chocolate chip ice cream pursues equity based read crt policy gender theory cramdowns foreign policy idiocy
643,benshapiro,one medium chief goal next four year continue chanting normal clapping time biden absolutely abnormal thing term policy pushing biden normcore president ignore radical policy
644,benshapiro,founding father probably foresee time greatest advocate limiting freedom press would member press
645,benshapiro,infinity mask win
646,benshapiro,okay stereotype girl emotional checking woke
647,benshapiro,define girl
648,benshapiro,civil war literal battlefield warfare american flu pandemic killed american disproportionately child cold war involved threat nuclear annihilation johnson faced segregation social breakdown radical street violence
649,benshapiro,time begin today
650,benshapiro,literally three day ago republican controlled senate could done first two year trump administration controlled house senate
651,benshapiro,
652,benshapiro,truly amazing stuff see medium critical obama hillary must careful critical biden
653,benshapiro,would think read title column margaret sullivan suggesting press tough biden nope opposite nicer biden tougher republican
654,benshapiro,sound excellent
655,benshapiro,
656,benshapiro,fact check james k polk mane
657,benshapiro,never happened antifa philosophy
658,benshapiro,wait jen psaki say biden catholic really worry abortion policy like last night
659,benshapiro,enjoying course mean garbage
660,benshapiro,enjoying fact current constitutional structure policy essentially ping pong match executive order punctuated time time budget busting spending spree approved vestigial organ legislature
661,benshapiro,firework super scary global enemy perhaps next shall saber dance plastic weapon truly frighten
662,benshapiro,lmfao
663,benshapiro,called want federal real estate policy resulted massive recession back
664,benshapiro,probably better job biden president alternatively exactly biden actual covid policy press pretend everything going amazing
665,benshapiro,oh gawd
666,benshapiro,reply true intellectual titan
667,benshapiro,called wapo fire medium bar would still attempting silence even continues write wapo intellectual authoritarian
668,benshapiro,writes washington post one prestigious paper planet calling moral malpractice politico medium print anything seems like trying silence upset
669,benshapiro,better time better time
670,benshapiro,frankly believe would ever even deign speak someone dangerous obviously oh wait
671,benshapiro,note white supremacist despise feeling mutual thanks proving politico argument right many left lumping conservative together criminal white supremacist club silence opposition
672,benshapiro,much unitying
673,benshapiro,according white supremacy going threaten america politico let write playbook last week delightful
674,benshapiro,administration value objectively verifiable fact begun
675,benshapiro,word interested see whether biden mean unity share baseline common value disagree shut ruining unity
676,benshapiro,joe biden promised unity nice also barack obama promised unity meant let ram leftist policy priority overrun executive limitation build coalition around identity politics like probably bigot
677,benshapiro,medium today one long jeffrey toobin zoom call
678,benshapiro,approximately one hour medium turning trump worst person ever lived fill blank competitive republican even worse trump mean least trump fill blank
679,benshapiro,
680,benshapiro,medium trump v medium biden
681,benshapiro,sleepy joe
682,benshapiro,
683,benshapiro,funniest moment medium fapping end slow realization dawn lost rating golden goose
684,benshapiro,reminder biden unity healing involve lot truly shitty policy
685,benshapiro,good news establishment medium massage parlor journalisming service open business
686,benshapiro,doctrine state multiculturalism encouraged different culture live separate life apart mainstream david cameron multiculturalism failure nicolas sarkozy
687,benshapiro,multiculturalism lead parallel society therefore multiculturalism remains grand delusion angela merkel model universalist multiculturalist emmanuel macron
688,benshapiro,voted office accordance constitution state election law
689,benshapiro,much journalisming
690,benshapiro,con levine shipped covid positive patient back nursing home removed mom nursing home time pro levine biological man belief woman
691,benshapiro,report racist way cnn objective way
692,benshapiro,excellent
693,benshapiro,governmental fascism solution authoritarian mobocracy sound great
694,benshapiro,breaking news u intelligence acted quickly early indicator japanese military targeting pearl harbor
695,benshapiro,fine noting bit disparity also point proved lumping conservative together capitol rioter utterly uncontroversial largely de rigueur medium
696,benshapiro,today politico written objective journalist lemon consistently suggesting week everyone voted trump evil racist controversy level
697,benshapiro,
698,benshapiro,understand trump support must think term hot coldness
699,benshapiro,probably msnbc channel allowed reduce polarization
700,benshapiro,thank back
701,benshapiro,
702,benshapiro,going label u extremist order deplatform u matter much despise happened capitol riot spoke stolen election narrative krugman extremist must deplatformed
703,benshapiro,going keep proving point
704,benshapiro,
705,benshapiro,happy many people wishing happy birthday honestly let get happybirthdaymlk trending please
706,benshapiro,reported piece wapo day lmao
707,benshapiro,thank much back
708,benshapiro,politico staffer people trust u give truth also politico staffer ben shapiro like alex jones unperson
709,benshapiro,
710,benshapiro,lol late
711,benshapiro,amazing accomplished coveted birthday twitter trend threepeat truly live blessed life
712,benshapiro,going birthday three peat today
713,benshapiro,begin
714,benshapiro,text receive shall post following gif
715,benshapiro,also time play call predictably happy birthday game many happy birthday text receive liberal friend say happy birthday hellsite fear backlash recognizing indeed born woman
716,benshapiro,birthday grateful god another year life beautiful planet greatest country history greatest time alive human history
717,benshapiro,
718,benshapiro,cry lib
719,benshapiro,somebody tell actual news going real world
720,benshapiro,
721,benshapiro,good
722,benshapiro,point conservative believe leftist want ostracize evil shut politico staff conservative ought ostracized evil shut
723,benshapiro,yes morning playbook
724,benshapiro,guy save insane outrage birthday tomorrow
725,benshapiro,
726,benshapiro,
727,benshapiro,ridiculous thing rocky ii idea carl weather would ever lose sylvester stallone
728,benshapiro,
729,benshapiro,people losing writing playbook morning pretty much proving point keep guy great
730,benshapiro,obviously referring restraint rioter evil twitter dumbest place earth
731,benshapiro,
732,benshapiro,deliberate attempt lump together anyone voted trump capitol rioter undermines possibility unity also happens false indecent wrote politico morning
733,benshapiro,vile
734,benshapiro,agreed tweet zip tie flex cuff
735,benshapiro,worst kind lie double standard right double standard way
736,benshapiro,literally every regular human know owns zip tie like pauline kael steroid
737,benshapiro,pure insanity
738,benshapiro,example person thought said totally appropriate
739,benshapiro,whole purpose making dc independent state state would power federal government located therein see article section clause want dc belong state dc always join maryland virginia
740,benshapiro,democrat ron wyden need unity take adding dc puerto rico state universal mail balloting new voting right act almost though unity
741,benshapiro,um
742,benshapiro,whoop noting original tweet k rts inaccurate still solid journalisming
743,benshapiro,wednesday horrific act evil lot terrible thing kristallnacht
744,benshapiro,make comparison idiot
745,benshapiro,wednesday like kristallnacht involved burning nearly synagogue destruction jewish business deportation jew concentration camp hundred murder promoted participated unified german dictatorship
746,benshapiro,conservative subscribe outlet love next move disappear access outlet via social medium company direct access nothing even direct access question thanks aws move
747,benshapiro,action punish trump supporter outlet host action fringe criminal calm water unleash worst force american life side
748,benshapiro,left attempting weaponize evil capitol attack instrument implement non governmental one party control informational distribution surprise becomes governmental push either
749,benshapiro,everyone right correctly concerned company five minute away simply removing ability conservative host content anywhere culture upstream politics culture freedom upstream law protecting freedom
750,benshapiro,nature anti regulation even consumer based theory anti monopoly championed free market advocate cut favor anti monopolistic regulation company acting de facto collusion shut avenue dissent
